Lyrics	Direct Translation	Poetic Translation
"Guarda-me mia donezinna | que a non p?r?a per m?rte."""	"""Save my little ferret, and do not let death take it from me."""	"In alarm, the king cried loudly: ""Holy Queen, look down and see!"
E quantos al? estavan | ouv?ron gran descon?rte;	"All those who were there were very distressed,"	"Oh, please save my little ferret; Don't let death take it from me."""
ca lle pose o cavalo | del Rei o p? at?n f?rte	because the king's horse had stepped down on it	"Those who heard were very troubled, For no comfort could there be:"
"sobr' ela, e el Rei disse: | ""Ai, var?es, quena vee?"	"very hard and the king said: ""Oh, men, who can see it?"	"For the horse the king was on was Heavy, bred to tramp and brawl."
		
"Dade-mia qual qu?r que seja, | sequ?r viva, sequ?r m?rta,"	"""Give it back to me however you find it, be it dead or alive,"	"""Men,"" he said, ""Oh, who can see it? Give it here, alive or dead;"
"e conortar-m-ei con ela | come quen se mal con?rta."""	"and I shall console myself with it as one who is inconsolable."""	"I'll console myself with crying, Like a man who's lost his head."""
"Ent?n fez Santa Mar?a, | a que ? dos c?os p?rta,"	"Then Holy Mary, who is Gateway to Heaven,"	"But in Heaven's boundless mercy, Mary heard the prayer he said,"
que de so o p? sa?sse | viva pola sa mercee.	caused it to come out from under the hoof alive by Her great mercy.	And from underneath the horses Popped the nimblest beast of all.
		
Ent?n quantos al? ?ran | e viron tal maravilla	Then all who were there and saw such a wondrous miracle	"All beheld this precious wonder Which the Queen of Glory made,"
"que fezo a Gror?osa, | que ? de D?us Madr' e Filla,"	which the Glorious Lady who is Mother and Daughter of God	She Who is God's Child and Mother. She the horse could well persuade
"en fazer que o cavalo, | que con s?u p? tan mal trilla,"	"performed by causing the horse, which treads so heavily with its hoof,"	"Not to tread with hooves so heavy, Not to kill it where it played."
nona matasse. E esto | fez aquel que todo vee	not to kill it. The One Who watches over all did this	"This She asked Her Son in Heaven, in His vast, celestial hall."
		
"Per prazer da Gror?osa, | sa Madr', a que comendada"	"to please the Glorious Lady, His Mother, to whom the king"	"He Who watches over all did This to please His Mother dear,"
"a ouv' el Rei, u do p?e | do cavalo foi trillada."	had commended the ferret when it was crushed by the hoof of the horse.	Whom the king had begged for mercy When he felt that crushing fear.
"Por?n seja el b?eito | e ela seja loada,"	"Therefore, may He be blessed and She be praised"	May our Lord be blessed forever; May the Queen our praises hear;
e sempr' ambos de n?s ajan | p?edade e mercee.	and may They both shed Their grace and mercy on us forevermore.	May Their perfect grace and mercy On our souls forever fall.
		
"Alfonso X el Sabio, King of Castile and Le?n"	"Alfonso. Songs of Holy Mary of Alfonso X, the Wise: A Translation of the Cantigas de Santa Maria. Trans. Kathleen Kulp-Hill. Tempe, AZ: Arizona Center for Medieval and Renaissance Studies, 2000. Print."	Carol Anne Perry Lagemann
