Lyrics,Direct Translation,Poetic Translation
Qe.ns fant li Turc que volont retener,,"For the Turks' keeping the land that God sought,"
"La terr' on Dieus volc mortz e vius jazer,",,Living and dying on that very spot.
Don nos n'eschai grans gerr' e grans mesclaigna.,,We must wage war in this great confrontation.
,,
Mas tant nos fai nostre pechatz torbar,,Sin thwarts us so we are dead on our feet:
"Que mort vivem e non sai dire com,",,"Dead, for no creature of muscle and bone"
"C'un non i a tant gaillart ni tant pro,",,Can be so brave that if joy he has known
"Si a un gauch non ai' autre pesar,",,"Somewhere in life, he no sorrows will meet,"
"Ni es honors q'ad anta no s'afraigna,",,And every honor becomes degradation;
Car contr'un gauch a.l plus rics mil corrotz.,,"For every pleasure, a thousand griefs blight."
"Mas Dieus es gaugz per c'om si seign' en crotz,",,But Him we worship is joy and delight;
Per que non pot perdre qui lui gazaigna!,,Gain him and never can loss bring frustration!
"Per q'ieu am mais, s'a lui ven a plazer,",,"So I would rather, if God think I ought,"
De lai morir que sai vius remaner,,"Die there than stay here, still living but caught,"
"En aventura, fos mi' Alamaigna.",,"Even were Germany mine, in temptation."
,,
"Nostr' estol guit sains Nicholaus de Bar,",,"Nicholas, Saint, lead the front of our fleet;"
"E.il Campanes dreisson lor gonfanon,",,"Men of Champagne lift their brave gonfalon,"
"E.l marques crit Monferrat e.l leon,",,"""Monferrat!"" comes the Marquis's baritone,"
"E.l coms flamencs Flandres als grans colps dar,",,"""Flanders!"" the Flemish counts proudly repeat;"
"E fieira.i qecs d'espaz' e lansa.i fraigna,",,Let each with sword and with lance wreak damnation.
Que leu aurem los Turcs totz mortz e rotz,,Soon we'll have all the Turks dead or in flight
E cobrarem en camp la vera crotz,,And with the cross we once lost reunite!
C'avem perdut! e.il valen rei d'Espaigna,,"Let the brave kings of Spain make preparation,"
"Fassant grans ostz sobre.ls Maurs conquerer,",,"Gather their troops that the Moors may be fought,"
Que.l marques vai ost e setge tener,,Since the Marquis siege the Sultan has brought;
Sobre.l soudan e pass' en breu Romaigna.,,Now through Romagna he brings devastation.
,,
Nostre Senher nos mand' e.ns ditz a totz,,Our Lord's commands and advice us invite
Qu'anem cobrar lo sepulcr' e la crotz!,,To win the cross and the sepulcher's light!
E qui volra esser de sa companha,,"If you would serve in the holy formation,"
"Mueira per lui, si vol vius remaner",,"Die for your Lord, for your life God has bought;"
"Em paradis, e fassa som poder",,"Paradise waits: cross the sea, kill the lot,"
De passar mar e d'aucir la gen canha.,,And rid the world of the dogs' infestation.
,,
"Bels Cavalliers, per cui fatz sos e motz,",,"Beautiful Knight, for whom verses I write,"
"Non sai si.m lais per vos o.m leu la crotz,",,Shall I remain here with you or go fight?
"Ni sai cum an ni sai comen remigna,",,How to leave? How to stay? This vacillation
Que tant mi fai vostre bels cors plazer,,Is the effect of your form on my thought:
"Q'ieu muor s'ie.us vei e, qand no.us puosc vezer,",,I die if I see you; I die if not;
Cuich morir sols ab tot' autra compaigna.,,Death far from you is my one tribulation.
,,
Raimbaut de Vaqueiras,,Carol Anne Perry Lagemann
