Lyrics,Direct Translation,Poetic Translation
"ca Santa Marﾃｭa mio fez jurar,","for Holy Mary,","But the girl replied, ・・Queen Mary chose me,"
"que mi apareceu no ﾃｳrto, no prado,","who appeared to me in the garden,",And of course the marriage must be rejected;
"u trouxe sigo d' ﾃ｡ngeos grand' az.""","bringing with Her a great host of angels, had me make a vow.""",I・・ve vowed to belong to Mary alone.・・ 
,,
E o padr' e a madre perfﾃｯados,Her father and mother would not relent,"But her parents scorned the tears she was shedding,"
a foron mui sen sﾃｩu grad' esposar.,"and promised her in marriage, much against her will.",And against her will they promised her hand.
"E quando os prazos foron chegados,","When the appointed time arrived,","When the time arrived, they hosted a wedding."
fezﾃｩron vodas; e depois jantar,"they held a wedding. After the banquet,","When at last the banquet ended, as planned,"
foron os novios ambos enserrados,the couple were left along together,"Bride and groom were left alone in the bedding,"
de s?u por averen sﾃｩu solaz.,in a closed room to take their pleasure.,To amuse themselves with no chaperone. 
,,
Mais oﾃｯredes maravilla fﾃｩra,"However, you shall hear the miraculous way",Hear now how the girl was saved in that hour
de como a quis a Virgen guardar:,in which the Virgin protected the girl:,By the Virgin・・s miracles and Her might:
"que pero en poder do novio ﾃｩra,","although she was in the bridegroom's power,","Though she was completely in this man・・s power,"
nunca per ren pod' a ela passar;,he could not possess her.,"Though he tried, he could not take her that night."
"e tal xe ficou como xe v?ﾃｩra,","She remained as pure as she had been,","She remained, as always, pure as a flower,"
por que pois non ouv' a trager enfaz.,so that afterward she did not have to wear a veil.,With no need to wear a veil or atone. 
,,
"Desta guisa passaron ben un ano,","In this way they lived for a year,","In this way they lived a year long, however,"
que nunca el pode ren adubar,and the husband could never have his way,He could never have his way with his wife.
cona donzﾃｩla. Porﾃｪn tan gran dano,"with the maiden. Therefore, he did her","In a fury, he gave up the endeavor,"
lle fez que a ouvﾃｩra de matar;,such great harm that he nearly killed her.,And instead he nearly ended her life.
ca lle dﾃｩu con un cuitﾃｩl' a engano,He treacherously struck her with a knife,With a knife he struck her somewhere I・・d never
"en tal logar, que vergonna me faz",in such a private part of her body that it shames me,"Name aloud here, for the shame I would own. "
,,
"De o dizer; ca tanto foi sen guisa,",to mention it. It was such an unspeakable deed,So unspeakable that none can depict it!
"que non pﾃｳd' ﾃｳme per ren i falar,",that no one can describe it.,All the doctors in all Pisa in vain
que quantos fﾃｭsicos ouv' end' a Pisa,All the physicians in Pisa,"Tried to stop the blood, but could not restrict it."
non lle podﾃｩron a chaga serrar.,could not close her wound.,Of the man・・s abuse she went to complain
"E desto queixou-s', e fez end' enquisa","She complained of her mistreatment,","And the bishop, hearing how he・・d inflict it,"
"un bispo que chamavan Bonifaz,","and a bishop called Boniface,",Felt for her and found what facts could be known. 
,,
"Que ouve dela gran dﾃｳo sen falla,",who had great pity and concern for her,"In the end, because he didn・・t desire"
"quand' esto soube, e mui gran pesar.","when he learned of it, made an inquiry into the matter.","To make strife between a husband and wife,"
"Mais, por non meter ontr' eles baralla,","However, in order not to cause trouble between the spouses,",The good bishop sent her back to his ire.
"a sﾃｩu marido a foi comendar,",he sent her back to her husband.,"But at once, I swear to God, on my life,"
"en que caeu fﾃｳg' assﾃｭ Dﾃｩus me valla,","But as God is my witness,","Her vile spouse came down with Saint Martial・・s fire,"
"lﾃｳgo salvaj', e ardeu o malvaz.",the rascal was stricken at once with wildfire and burned fiercely.,And he fiercely burned and cried and fell prone. 
,,
E todo-los daquela vila ardﾃｭan,All the people of that town burned,All the people of the town caught the burning
daquel fﾃｳgu' e fazﾃｭan-se levar,with that fire and had themselves carried,"And were brought to church, if they had not died,"
"aa eigreja, u tantos jazﾃｭan","to the church, where so many were lying",Packed so tightly there that those who were yearning
que non podﾃｭan i outros entrar;,that others could not get in.,For assistance could not fit there inside.
e todos aquesta coita sofrﾃｭan,All suffered this affliction,Malady brought by the evil concerning
polo mal que fezﾃｩr' aquel rapaz.,because of the evil deed which that young man had committed.,That young man・・s cruel deeds is what made them moan. 
,,
Mais ontr' aquestes aquela cativa,"Along with the rest of them, that poor girl",That poor girl whose savage spouse had debased her
a que o marido fora chagar,who was wounded by her husband,"Suffered from the rash along with the rest,"
"sofreu de fﾃｳgo gran coita esquiva,","suffered extreme pain from the fire,","Feeling fever, chills, and pain that encased her,"
ca a teta dﾃｩstra lle foi queimar.,for it inflamed her right breast.,For the lesions had inflamed her right breast.
E metﾃｪrona mais mﾃｳrta ca viva,"They placed her in the church more dead than alive,","In the church, more dead than living, they placed her,"
"na eigreja, vestida dun prumaz.",wrapped in gray woolen cloth.,Wrapped in woolen cloth of gray and grave tone.
,,
"E pois acordou, muito braadava","When she awoke, she cried out,","When she woke, she cried out, sad and disgusted,"
"dizendo: ""Porquﾃｪ me fust' enganar,","saying: ""Why did you fail me,","Saying, ・・Holy Mary, why did You fail?"
"Santa Marﾃｭa, pois en ti fﾃｯava?","Holy Mary, for I trusted in you?","Why betray me, though in You I have trusted?"
"Ca en lugar de me dereito dar,","Instead of giving me what you promised,","Not enlightenment, as You told the tale,"
diste-me fﾃｳgo que tan mal queimava,you gave me the fire which has burned and still burns me,"But this wound You gave me, and I・・m encrusted"
"e queima, que o cﾃｳrpo me desfaz.""","so badly that it is destroying my body.""",With a fire that consumes to the bone.・・
,,
"Assﾃｭ gemendo e dando carpinnas,","Thus moaning and wailing,","Then, exhausted so from moaning and wailing,"
adormeceu. E lﾃｳgo sen tardar,she fell asleep. Immediately,This poor girl at blessed last fell asleep.
ll' apareceu a Sennor das reﾃｭnnas,the Queen of queens appeared to her,"Right away, the Queen of Queens with unfailing"
e comeﾃｧou-a muit' a confortar,and began to comfort her.,Mercy came and told her no more to weep.
"e disse-ll: ""ﾃｩu trago as meezinnas","She said: ""I bring the remedies","She said, ・・I bring remedies for prevailing,"
con que sﾃ｣o de fﾃｳgu' e d' alvaraz.,with which they cure fire and leprosy.,By which plague and fire are overthrown.
,,
"E lﾃｩva-t' ﾃｪn, ca des oi mais ﾃｩs sﾃ｣a,","""Now arise from there, for from this day on you are cured.",・・Rise; get up; for you will no longer grapple
e vai dormir ant' aquel mﾃｩu altar;,Go to sleep before my altar.,"With your pain, for from today you are cured."
"e pois t' espertares, sei ben certﾃ｣a","When you awaken, be assured","By My altar sleep, and wake in the chapel;"
que quantos enfermos fores beijar,that all the sick people whom you kiss,"And a single kiss from you, be assured,"
serﾃ｡n tan sﾃ｣os com' ?a maﾃｧﾃ｣a,"will become sound as an apple,","Then will make a person sound as an apple,"
"daqueste fﾃｳgo e de sﾃｩu fumaz.""","cursed of this fire and its searing pain.""",Cured of plague that makes them whimper and groan.・・
,,
"""Tod' esto,"" diss' ela, ""creo de chﾃ｣o;","""All this,"" the girl replied, ""I believe utterly,","・・All this,・・ said the girl, ・・believe I completely,"
"mais como me poderei levantar?""","but how can I get up?""",But how can I lift my body and stand?・・
"Diz Santa Marﾃｭa: ""Dﾃ｡-m' essa mﾃ｣o.""","Holy Mary said: ""Give me your hand.""","Holy Mary then reached out for her sweetly,"
"Entﾃｴn a ergeu e foi-a levar,",Then She raised her and lifted her to her feet.,"And She raised her, saying, ・・Give Me your hand.・・"
e ela sentiu o cﾃｳrpo ben sﾃ｣o,She felt that her body was all healed,And the girl knew from her body concretely
do fﾃｳgu' e da ferida do falpaz.,of the fire and of the treacherous wound.,That both wicked wound and fire had flown. 
,,
E outro dﾃｭa os que madurgaron,The next day those who awoke early,"As the dawn arrived, the girl was discovered"
e a viron fﾃｴrona espertar,and saw her went to awaken her,When they went to wake her up from her doze.
"e como sﾃ｣ara lle preguntaron,",and asked her how she had recovered.,"And, amazed, they asked how she had recovered."
e ela ren non lles quiso negar;,She held nothing back from them.,Nothing did she scruple then to disclose.
e pola confortar lﾃｳgo mandaron,To comfort her they ordered,Over her with broth and grape juice they hovered
que lle dﾃｩssen caldo con do agraz.,that she be given broth along with some green grape juice.,Speaking softly in a comforting tone.
,,
Os enfermos lﾃｳgu' entﾃｴn os posﾃｩron,They placed the sick people,Then they brought the sick so if what she swore her
ant' ela por esta cousa provar;,before her at once to prove if what she said was true.,Ears had heard was true they・・d prove it in fact.
"e pois que os beijou, saﾃｺd' ouvﾃｩron.","When she kissed them, they recovered their health.","When she kissed them, they were healed right before her."
E comeﾃｧaron entﾃｴn de loar,They began to praise,They began to praise the Queen for this act
"Santa Marﾃｭa, e lﾃｳgo soubﾃｩron","Holy Mary, and soon everyone","Of Her mercy, bowing down to adore Her."
este feito pela tﾃｩrra vﾃｯaz.,throughout the land knew of this miracle.,Soon throughout the land this wonder was known.
,,
"Alfonso X el Sabio, King of Castile and Leﾃｳn","Alfonso. Songs of Holy Mary of Alfonso X, the Wise: A Translation of the Cantigas de Santa Maria. Trans. Kathleen Kulp-Hill. Tempe, AZ: Arizona Center for Medieval and Renaissance Studies, 2000. Print.",
