Lyrics,Direct Translation,Poetic Translation
Per q'es majer l'ir' e plus fortz.,,Solitude and sorrow ensue.
,,
"Pero no.m comanda valors,",,Valor's laws don't even suggest
"Si be.m sui iratz ni enics,",,"That, if one wish ill things on me,"
Q'ieu don gaug a mos enemics,,"I must act to increase his glee,"
"Tan q'en perda pretz ni lauzors,",,"Being of my name dispossessed,"
"Q'ancar puosc dan e pro tener,",,"For with power I am endowed,"
E sai d'irat joios parer,,"Hiding pain behind happy shroud,"
Sai entre.ls Latins e.ls Grezeis;,,In Greeks and Latins this charade.
"E.l marques, que l'espaza.m seis,",,"And the Marquis, who me arrayed"
"Gerreia Blacs e Drogoiz,",,"With sword, Wallachia he sank;"
Et anc pois lo mons fon bastitz,,Drogobites he'll surely outflank.
Nuilla gens non fetz tant d'esfortz,,God set us free! Since Earth was new
"Cum nos, cui Dieus a gent estortz.",,No one's done such deeds as we do.
,,
Lo marques n'es honratz e sors,,The Marquis is honored and blessed
"E.l Campanes e.l coms Enricx,",,"And Champagne's men and Count Henry,"
"Sicar, Montos e Salanicx",,"And Constantinople is free,"
"E Costantinople socors,",,"Modone no longer oppressed,"
"Quar gent sabon camp retener,",,"Thessalonica, Sicar proud:"
E pot hom ben proar en ver:,,For in battle they stand unbowed.
Qu'anc mais nulha gent non ateis,,It's clear to see in rout nor raid
"Aitan gran honor, apareys.",,Man never glory so displayed.
"Per bos vassals, valens, arditz,",,"Good, daring vassals we must thank"
"Es nostr' emperis conqueritz,",,"For this empire, mortar and plank,"
E Dieus trameta nos esfortz,,And still more men let us accrue
Coissi.s tray' a cap nostra sortz!,,So our destiny can come true.
,,
Anc Alixandres non fetz cors,," Alexander'd no greater quest,"
Ni Carles ni.l reis Lodoics,,"Charlemagne -- no, nor King Louis;"
"Tan honrat, ni.l pros n'Aimerics",,"Such did not brave Aimeric see,"
Ni Rotlans ab sos poignadors,,Nor did Roland's Twelve at their best:
Non saubron tan gen conquerer,,"They could not crush this mighty crowd,"
Tan ric emperi per poder,,Building empires with force endowed
"Cum nos, don poja nostra leis;",,"Like ours, where our words are obeyed,"
Q'emperadors e ducs e reis,,For emperors and kings we've made
"Avem faitz, e chastels garnitz",,And built a fort on every bank
"Prop dels Turcs e dels Arabitz,",,All the Turks and Arabs to flank
Et ubertz los camins e.ls portz,,And opened ports and highways through
De Brandiz tro al Bratz Sain Jorz.,,George's Straits to Brindisi's view.
,,
Per nos er Domas envazitz,,"Through us, Damascus humbly sank"
E Jerusalem conqueritz,,And defeat Jerusalem drank
"E.l regnes de Suri' estortz,",,And Syria was freed anew:
Que.ls Turcx o trobon en lur sortz.,,Turkish prophecy has come true.
,,
"Los pellegris perjurs, fraiditz,",,"Deserters who with falseness stank,"
"Qi nos an sai en camp geqitz,",,Those whose hearts on battlefield shrank:
"Qi los manten e cortz es tortz,",,"In courts let others them eschew,"
Que chascuns val mens vius que mortz.,,For a corpse would be no less true.
,,
"Belhs dous Engles, francx et arditz,",,"My sweet Engles, fair, fearless, frank,"
"Cortes, essenhatz, essernitz,",,"Courtly, versed, and highest of rank,"
"Vos etz de totz mos gaugz conortz,",,"The source whence all my pleasures grew,"
"E quar viu ses vos, fatz esfortz.",,My great feat is life without you.
,,
Raimbaut de Vaqueiras,,Carol Anne Perry Lagemann
